Player,Team,Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Salary,PlayerID
Rui Hachimura,LAL,PF,25.0,68.0,39.0,26.852941176470587,5.338235294117647,9.941176470588236,0.537,1.4411764705882353,3.411764705882353,0.422,3.897058823529412,6.529411764705882,0.597,1.4558823529411764,1.9705882352941173,0.739,0.8529411764705882,3.4705882352941178,4.323529411764706,1.1911764705882353,0.6029411764705882,0.3676470588235294,0.6764705882352942,1.4852941176470589,13.573529411764708,17000000.0,208
Deandre Ayton,POR,C,25.0,55.0,55.0,32.43636363636364,7.763636363636364,13.61818181818182,0.57,0.0181818181818181,0.1818181818181818,0.1,7.745454545454545,13.436363636363636,0.576,1.181818181818182,1.4363636363636365,0.823,3.2,7.872727272727273,11.072727272727272,1.6363636363636365,1.018181818181818,0.7636363636363637,1.8,1.981818181818182,16.727272727272727,34005126.0,209
Dillon Brooks,HOU,SF,28.0,72.0,72.0,30.93055555555556,4.569444444444445,10.666666666666666,0.428,1.8472222222222223,5.138888888888889,0.359,2.7222222222222223,5.527777777777778,0.492,1.7222222222222223,2.0416666666666665,0.844,0.7361111111111112,2.680555555555556,3.4166666666666665,1.6527777777777777,0.8888888888888888,0.1388888888888889,1.2222222222222223,3.3472222222222223,12.708333333333334,22255493.0,210
Jalen Johnson,ATL,SF,22.0,56.0,52.0,33.732142857142854,6.410714285714286,12.535714285714286,0.511,1.2678571428571428,3.571428571428572,0.355,5.142857142857143,8.964285714285714,0.574,1.9107142857142856,2.625,0.728,1.3214285714285714,7.392857142857143,8.714285714285714,3.625,1.1964285714285714,0.8392857142857143,1.8035714285714288,2.375,16.0,4510905.0,211
De'Andre Hunter,ATL,SF,26.0,57.0,37.0,29.49122807017544,5.333333333333333,11.63157894736842,0.459,2.0526315789473686,5.333333333333333,0.385,3.280701754385965,6.298245614035087,0.521,2.912280701754386,3.43859649122807,0.847,0.543859649122807,3.3508771929824563,3.8947368421052633,1.5263157894736843,0.7017543859649122,0.2807017543859649,1.456140350877193,2.56140350877193,15.63157894736842,21696429.0,212
Malik Beasley,MIL,SG,27.0,79.0,77.0,29.58227848101265,4.050632911392405,9.139240506329116,0.443,2.835443037974684,6.860759493670886,0.413,1.2151898734177216,2.278481012658228,0.533,0.3164556962025316,0.4430379746835443,0.714,0.5189873417721519,3.151898734177215,3.670886075949367,1.3670886075949369,0.7468354430379747,0.1139240506329113,0.6835443037974683,2.0,11.253164556962023,6000000.0,213
Jaime Jaquez Jr.,MIA,SF,22.0,75.0,20.0,28.17333333333333,4.546666666666667,9.293333333333331,0.489,0.8666666666666667,2.6933333333333334,0.322,3.68,6.6,0.558,1.893333333333333,2.333333333333333,0.811,1.0933333333333333,2.7066666666666666,3.8,2.6,1.0266666666666666,0.2666666666666666,1.4666666666666666,2.2266666666666666,11.853333333333332,3685800.0,214
Aaron Nesmith,IND,SF,24.0,72.0,47.0,27.70833333333333,4.375,8.819444444444445,0.496,1.9444444444444444,4.638888888888889,0.419,2.430555555555556,4.180555555555555,0.581,1.4861111111111112,1.9027777777777777,0.781,0.875,2.9444444444444446,3.8194444444444446,1.5,0.9027777777777778,0.6805555555555556,0.8888888888888888,3.3472222222222223,12.180555555555555,11000000.0,215
Tyler Herro,MIA,SG,24.0,42.0,40.0,33.5,7.714285714285714,17.5,0.441,3.142857142857143,7.928571428571429,0.396,4.571428571428571,9.571428571428571,0.478,2.261904761904762,2.642857142857143,0.856,0.4523809523809524,4.833333333333333,5.285714285714286,4.476190476190476,0.7142857142857143,0.0714285714285714,2.2142857142857144,1.5,20.83333333333333,29000000.0,216
Duncan Robinson,MIA,SF,29.0,68.0,36.0,28.014705882352946,4.470588235294118,9.926470588235292,0.45,2.75,6.955882352941177,0.395,1.7205882352941178,2.9705882352941178,0.579,1.1764705882352942,1.3235294117647058,0.889,0.2205882352941176,2.323529411764706,2.544117647058824,2.823529411764706,0.6764705882352942,0.2352941176470588,1.3970588235294117,2.397058823529412,12.867647058823527,19406000.0,217
Mike Conley,MIN,PG,36.0,76.0,76.0,28.855263157894736,3.8684210526315774,8.473684210526315,0.457,2.3552631578947367,5.328947368421052,0.442,1.513157894736842,3.144736842105264,0.481,1.3421052631578947,1.4736842105263157,0.911,0.4868421052631579,2.381578947368421,2.8684210526315788,5.907894736842105,1.1578947368421053,0.2236842105263158,1.3421052631578947,1.6842105263157894,11.43421052631579,9975962.0,218
Scoot Henderson,POR,PG,19.0,62.0,32.0,28.467741935483872,4.951612903225806,12.85483870967742,0.385,1.403225806451613,4.32258064516129,0.325,3.548387096774193,8.53225806451613,0.416,2.693548387096774,3.290322580645161,0.819,0.8548387096774194,2.274193548387097,3.129032258064516,5.419354838709677,0.7741935483870968,0.2096774193548387,3.419354838709677,3.1451612903225805,14.0,10259160.0,219
Moritz Wagner,ORL,C,26.0,80.0,1.0,17.6875,4.15,6.9,0.601,0.475,1.4375,0.33,3.675,5.4625,0.673,2.075,2.55,0.814,1.4625,2.875,4.3375,1.2,0.4875,0.2625,1.2125,2.0,10.85,11000000.0,220
Bojan Bogdanović,NYK,PF,34.0,57.0,27.0,25.92982456140351,5.421052631578948,11.947368421052632,0.454,2.333333333333333,5.859649122807017,0.398,3.087719298245614,6.087719298245614,0.507,2.0526315789473686,2.6140350877192984,0.785,0.3859649122807017,2.280701754385965,2.6666666666666665,1.7017543859649122,0.5263157894736842,0.087719298245614,1.7719298245614037,1.6666666666666667,15.228070175438596,19032850.0,221
Saddiq Bey,ATL,SF,24.0,63.0,51.0,32.73015873015873,4.603174603174603,11.063492063492063,0.416,1.7936507936507935,5.682539682539683,0.316,2.8095238095238093,5.380952380952381,0.522,2.6984126984126986,3.2222222222222223,0.837,2.6507936507936507,3.873015873015873,6.523809523809524,1.4603174603174602,0.8095238095238095,0.1746031746031746,0.8571428571428571,1.3968253968253967,13.698412698412698,6440678.0,222
Jeremy Sochan,SAS,PF,20.0,74.0,73.0,29.635135135135137,4.594594594594595,10.486486486486486,0.438,0.945945945945946,3.0675675675675675,0.308,3.6486486486486487,7.418918918918919,0.492,1.5,1.945945945945946,0.771,1.8513513513513515,4.581081081081081,6.4324324324324325,3.364864864864865,0.8378378378378378,0.5405405405405406,1.891891891891892,2.27027027027027,11.635135135135137,5570040.0,223
Luguentz Dort,OKC,SF,24.0,79.0,79.0,28.43037974683544,3.645569620253165,8.316455696202532,0.438,1.9746835443037976,5.012658227848101,0.394,1.6708860759493671,3.3037974683544302,0.506,1.620253164556962,1.962025316455696,0.826,0.9367088607594936,2.6582278481012658,3.59493670886076,1.4303797468354431,0.9113924050632912,0.5949367088607594,0.9367088607594936,2.8860759493670884,10.886075949367088,16500000.0,224
Jrue Holiday,BOS,PG,33.0,69.0,69.0,32.79710144927536,4.797101449275362,9.985507246376812,0.48,2.0,4.666666666666667,0.429,2.7971014492753623,5.318840579710145,0.526,0.8695652173913043,1.0434782608695652,0.833,1.2173913043478262,4.188405797101449,5.405797101449275,4.826086956521739,0.8840579710144928,0.7681159420289855,1.7971014492753623,1.565217391304348,12.46376811594203,30000000.0,225
Bennedict Mathurin,IND,SF,21.0,59.0,19.0,26.06779661016949,5.016949152542373,11.23728813559322,0.446,1.3559322033898304,3.6271186440677967,0.374,3.6610169491525424,7.610169491525424,0.481,3.1186440677966103,3.7966101694915255,0.821,1.0169491525423728,2.949152542372881,3.9661016949152543,2.016949152542373,0.5932203389830508,0.2372881355932203,1.6440677966101696,1.9830508474576272,14.508474576271189,7245720.0,226
Max Strus,CLE,SF,27.0,70.0,70.0,31.985714285714284,4.342857142857143,10.4,0.418,2.4,6.842857142857143,0.351,1.9428571428571428,3.557142857142857,0.546,1.1,1.3857142857142857,0.794,0.9428571428571428,3.8857142857142857,4.828571428571428,4.042857142857143,0.9142857142857144,0.4142857142857143,1.6,2.4285714285714284,12.185714285714283,15212068.0,227
Obi Toppin,IND,PF,25.0,82.0,28.0,21.09756097560976,4.048780487804878,7.060975609756097,0.573,1.2439024390243902,3.0853658536585367,0.403,2.804878048780488,3.975609756097561,0.706,0.9390243902439024,1.2195121951219512,0.77,1.0365853658536586,2.865853658536585,3.902439024390244,1.5609756097560976,0.573170731707317,0.524390243902439,0.8414634146341463,1.7439024390243902,10.28048780487805,12975000.0,228
Trey Murphy III,NOP,SF,23.0,57.0,23.0,29.649122807017545,4.824561403508772,10.894736842105264,0.443,2.9649122807017543,7.807017543859649,0.38,1.8596491228070176,3.087719298245614,0.602,2.1578947368421053,2.649122807017544,0.815,0.7368421052631579,4.175438596491228,4.912280701754386,2.175438596491228,0.8947368421052632,0.4912280701754385,0.5964912280701754,1.2280701754385963,14.771929824561404,5159854.0,229
Nic Claxton,BRK,C,24.0,71.0,71.0,29.80281690140845,5.154929577464789,8.19718309859155,0.629,0.0140845070422535,0.0704225352112676,0.2,5.140845070422535,8.126760563380282,0.633,1.5211267605633805,2.76056338028169,0.551,2.718309859154929,7.225352112676056,9.943661971830986,2.0704225352112675,0.647887323943662,2.056338028169014,1.3098591549295775,2.464788732394366,11.845070422535212,27556817.0,230
Jalen Duren,DET,C,20.0,61.0,60.0,29.131147540983605,5.721311475409836,9.245901639344265,0.619,0.0,0.0655737704918032,0.0,5.721311475409836,9.18032786885246,0.623,2.344262295081968,2.9672131147540983,0.79,3.1475409836065573,8.475409836065573,11.62295081967213,2.4098360655737703,0.5409836065573771,0.7704918032786885,2.114754098360656,3.1475409836065573,13.78688524590164,4536840.0,231
Herbert Jones,NOP,SF,25.0,76.0,76.0,30.539473684210527,3.8552631578947367,7.736842105263157,0.498,1.5,3.5921052631578947,0.418,2.3552631578947367,4.144736842105263,0.568,1.8026315789473684,2.0789473684210527,0.867,0.9736842105263158,2.6052631578947367,3.5789473684210527,2.6184210526315788,1.381578947368421,0.8157894736842105,1.2236842105263157,2.9473684210526314,11.013157894736842,12976362.0,232
Clint Capela,ATL,C,29.0,73.0,73.0,25.794520547945204,4.835616438356165,8.465753424657533,0.571,0.0,0.0136986301369863,0.0,4.835616438356165,8.452054794520548,0.572,1.7808219178082192,2.8219178082191783,0.631,4.589041095890411,6.041095890410959,10.63013698630137,1.2465753424657535,0.589041095890411,1.452054794520548,1.0136986301369864,2.246575342465753,11.452054794520548,22265280.0,233
Reggie Jackson,DEN,PG,33.0,82.0,23.0,22.15853658536585,3.975609756097561,9.21951219512195,0.431,1.2439024390243902,3.463414634146341,0.359,2.731707317073171,5.7560975609756095,0.475,0.9634146341463414,1.195121951219512,0.806,0.4024390243902439,1.4878048780487805,1.8902439024390243,3.7560975609756095,0.5365853658536586,0.1585365853658536,1.2926829268292683,1.817073170731708,10.158536585365852,2087519.0,234
Jusuf Nurkić,PHO,C,29.0,76.0,76.0,27.34210526315789,4.2105263157894735,8.25,0.51,0.2894736842105263,1.1842105263157894,0.244,3.9210526315789473,7.065789473684211,0.555,2.1973684210526314,3.4342105263157894,0.64,2.9473684210526314,8.06578947368421,11.013157894736842,3.960526315789474,1.0657894736842106,1.0526315789473684,2.3026315789473686,3.3421052631578947,10.907894736842104,18125000.0,235
Khris Middleton,MIL,SF,32.0,55.0,55.0,27.036363636363635,5.763636363636364,11.690909090909091,0.493,1.709090909090909,4.490909090909091,0.381,4.054545454545455,7.2,0.563,1.818181818181818,2.1818181818181817,0.833,0.7272727272727273,3.945454545454545,4.672727272727273,5.3090909090909095,0.9272727272727272,0.2727272727272727,2.309090909090909,2.5636363636363635,15.054545454545456,31666667.0,236
Daniel Gafford,DAL,PF,25.0,74.0,66.0,24.527027027027028,4.702702702702703,6.486486486486487,0.725,0.0,0.0,,4.702702702702703,6.486486486486487,0.725,1.5945945945945943,2.364864864864865,0.674,2.635135135135135,4.95945945945946,7.594594594594595,1.554054054054054,0.8783783783783784,2.0675675675675675,1.0,3.0675675675675675,11.0,13394160.0,237
Ivica Zubac,LAC,C,26.0,68.0,68.0,26.38235294117647,4.955882352941177,7.632352941176471,0.649,0.0,0.0,,4.955882352941177,7.632352941176471,0.649,1.7647058823529411,2.4411764705882355,0.723,2.8823529411764706,6.323529411764706,9.205882352941176,1.3676470588235294,0.3235294117647059,1.2205882352941178,1.161764705882353,2.647058823529412,11.676470588235292,11743210.0,238
Payton Pritchard,BOS,PG,26.0,82.0,5.0,22.25609756097561,3.6219512195121952,7.7439024390243905,0.468,1.7926829268292683,4.658536585365853,0.385,1.829268292682927,3.0853658536585367,0.593,0.5609756097560976,0.6829268292682927,0.821,0.8536585365853658,2.3780487804878048,3.231707317073171,3.426829268292683,0.4756097560975609,0.073170731707317,0.7439024390243902,1.2926829268292683,9.597560975609756,6696429.0,239
Evan Mobley,CLE,PF,22.0,50.0,50.0,30.64,6.4,11.04,0.58,0.44,1.18,0.373,5.96,9.86,0.604,2.46,3.42,0.719,2.22,7.14,9.36,3.2,0.9,1.44,1.8,2.68,15.7,11227657.0,240
Grant Williams,CHO,PF,25.0,76.0,43.0,28.026315789473685,3.631578947368421,7.9605263157894735,0.456,1.6578947368421053,4.421052631578948,0.375,1.973684210526316,3.539473684210526,0.558,1.394736842105263,1.8421052631578947,0.757,1.131578947368421,3.0526315789473686,4.184210526315789,2.289473684210526,0.5789473684210527,0.5131578947368421,1.4342105263157894,2.973684210526316,10.31578947368421,13025250.0,241
Zach Collins,SAS,C,26.0,69.0,29.0,22.115942028985508,4.318840579710145,8.927536231884059,0.484,0.8405797101449275,2.6231884057971016,0.32,3.4782608695652173,6.304347826086956,0.552,1.7681159420289856,2.347826086956522,0.753,1.710144927536232,3.652173913043478,5.36231884057971,2.8115942028985508,0.4927536231884058,0.7536231884057971,1.9130434782608696,2.9855072463768115,11.246376811594205,16741200.0,242
Cameron Johnson,BRK,PF,27.0,58.0,47.0,27.56896551724138,4.758620689655173,10.672413793103448,0.446,2.3793103448275863,6.086206896551724,0.391,2.3793103448275863,4.586206896551724,0.519,1.4827586206896552,1.8793103448275863,0.789,0.9482758620689656,3.3793103448275863,4.327586206896552,2.3793103448275863,0.8448275862068966,0.2586206896551724,0.9827586206896552,1.8103448275862069,13.379310344827584,22500000.0,243
Tre Jones,SAS,PG,24.0,77.0,48.0,27.766233766233768,3.935064935064935,7.792207792207792,0.505,0.8311688311688312,2.4805194805194803,0.335,3.103896103896104,5.311688311688312,0.584,1.3116883116883118,1.5324675324675323,0.856,0.7532467532467533,3.0,3.753246753246753,6.207792207792208,1.0129870129870129,0.1168831168831168,1.5064935064935066,1.1948051948051948,10.012987012987011,9104167.0,244
Georges Niang,CLE,PF,30.0,82.0,10.0,22.32926829268293,3.463414634146341,7.7073170731707314,0.449,1.817073170731708,4.829268292682927,0.376,1.646341463414634,2.8780487804878048,0.572,0.6219512195121951,0.7317073170731707,0.85,0.2682926829268293,3.1219512195121952,3.3902439024390243,1.195121951219512,0.3658536585365853,0.2195121951219512,0.8780487804878049,2.341463414634146,9.365853658536585,8500000.0,245
Kentavious Caldwell-Pope,DEN,SG,30.0,76.0,76.0,31.605263157894736,3.5526315789473686,7.723684210526316,0.46,1.644736842105263,4.052631578947368,0.406,1.9078947368421053,3.6710526315789473,0.52,1.3289473684210529,1.486842105263158,0.894,0.4078947368421052,2.0,2.4078947368421053,2.4078947368421053,1.2894736842105263,0.5526315789473685,0.986842105263158,1.986842105263158,10.078947368421051,22757000.0,246
Kelly Olynyk,TOR,C,32.0,78.0,27.0,22.55128205128205,3.5384615384615383,6.371794871794871,0.555,0.7692307692307693,1.9871794871794872,0.387,2.769230769230769,4.384615384615385,0.632,1.9230769230769231,2.3076923076923075,0.833,1.3846153846153846,3.8846153846153846,5.269230769230769,4.448717948717949,0.9487179487179488,0.3846153846153846,1.948717948717949,2.948717948717949,9.76923076923077,12804878.0,247
Josh Hart,NYK,SF,28.0,81.0,42.0,33.41975308641975,3.641975308641976,8.382716049382717,0.434,0.9876543209876544,3.185185185185185,0.31,2.654320987654321,5.197530864197531,0.511,1.123456790123457,1.4197530864197532,0.791,1.5802469135802468,6.753086419753086,8.333333333333334,4.08641975308642,0.925925925925926,0.2839506172839506,1.4567901234567902,2.111111111111111,9.395061728395062,18144000.0,248
Jaden McDaniels,MIN,SF,23.0,72.0,71.0,29.23611111111111,4.263888888888889,8.722222222222221,0.489,1.1944444444444444,3.5416666666666665,0.337,3.0694444444444446,5.180555555555555,0.592,0.7916666666666666,1.0972222222222223,0.722,0.7777777777777778,2.333333333333333,3.111111111111111,1.4027777777777777,0.875,0.5833333333333334,1.2083333333333333,3.0416666666666665,10.51388888888889,23017242.0,249
Russell Westbrook,LAC,PG,35.0,68.0,11.0,22.48529411764705,4.426470588235294,9.75,0.454,0.6176470588235294,2.264705882352941,0.273,3.808823529411765,7.485294117647059,0.509,1.6176470588235294,2.3529411764705883,0.688,1.3676470588235294,3.676470588235294,5.044117647058823,4.5,1.088235294117647,0.3382352941176471,2.117647058823529,1.7794117647058822,11.088235294117649,4027525.0,250
Eric Gordon,PHO,SG,35.0,68.0,24.0,27.83823529411765,4.029411764705882,9.088235294117649,0.443,2.2058823529411766,5.838235294117647,0.378,1.8235294117647056,3.25,0.561,0.75,0.9411764705882352,0.797,0.2352941176470588,1.5588235294117647,1.7941176470588236,2.044117647058824,0.9705882352941176,0.4411764705882353,1.0735294117647058,1.161764705882353,11.014705882352942,3303771.0,251
OG Anunoby,NYK,SF,26.0,50.0,50.0,34.04,5.64,11.54,0.489,2.04,5.34,0.382,3.6,6.2,0.581,1.34,1.78,0.753,0.94,3.22,4.16,2.14,1.36,0.72,1.62,2.38,14.66,36637932.0,252
T.J. McConnell,IND,PG,31.0,71.0,4.0,18.183098591549296,4.647887323943662,8.352112676056338,0.556,0.2535211267605634,0.6197183098591549,0.409,4.394366197183099,7.732394366197183,0.568,0.6901408450704225,0.8732394366197183,0.79,0.5070422535211268,2.183098591549296,2.6901408450704225,5.492957746478873,1.0140845070422535,0.1126760563380281,1.5211267605633805,1.1126760563380282,10.23943661971831,9300000.0,253
Bruce Brown,TOR,SG,27.0,67.0,44.0,27.85074626865672,4.149253731343284,8.686567164179104,0.478,0.7910447761194029,2.4477611940298507,0.323,3.3582089552238807,6.2388059701492535,0.538,1.7462686567164178,2.1194029850746268,0.824,0.7910447761194029,3.4477611940298507,4.2388059701492535,2.8656716417910446,0.8805970149253731,0.2537313432835821,1.2835820895522387,2.208955223880597,10.835820895522389,23000000.0,254
Alex Caruso,CHI,SG,29.0,71.0,57.0,28.732394366197184,3.563380281690141,7.619718309859155,0.468,1.9154929577464788,4.690140845070423,0.408,1.647887323943662,2.9295774647887325,0.563,1.028169014084507,1.352112676056338,0.76,0.8732394366197183,2.971830985915493,3.845070422535212,3.4788732394366195,1.6901408450704225,0.9859154929577464,1.4366197183098592,2.5492957746478875,10.070422535211268,9890000.0,255
Sam Hauser,BOS,SF,26.0,79.0,13.0,22.037974683544306,3.151898734177215,7.063291139240507,0.446,2.4936708860759493,5.886075949367089,0.424,0.6582278481012658,1.1772151898734178,0.559,0.2151898734177215,0.240506329113924,0.895,0.569620253164557,2.9240506329113924,3.4936708860759493,1.0379746835443038,0.5063291139240507,0.3164556962025316,0.4050632911392405,1.2531645569620251,9.0126582278481,2092344.0,256
GG Jackson II,MEM,PF,19.0,48.0,18.0,25.6875,5.020833333333333,11.729166666666666,0.428,2.125,5.958333333333333,0.357,2.895833333333333,5.770833333333333,0.502,2.395833333333333,3.1875,0.752,1.1041666666666667,2.9791666666666665,4.083333333333333,1.2291666666666667,0.5833333333333334,0.5,1.3541666666666667,1.3333333333333333,14.5625,1891857.0,257
Taurean Prince,LAL,PF,29.0,78.0,49.0,27.025641025641026,3.243589743589744,7.333333333333333,0.442,1.807692307692308,4.564102564102564,0.396,1.435897435897436,2.769230769230769,0.519,0.6410256410256411,0.8717948717948718,0.735,0.2692307692307692,2.67948717948718,2.948717948717949,1.5256410256410255,0.7435897435897436,0.4487179487179487,0.935897435897436,1.871794871794872,8.935897435897436,2087519.0,258
Simone Fontecchio,DET,SF,28.0,66.0,43.0,24.90909090909091,3.8181818181818175,8.303030303030303,0.46,2.0303030303030303,5.0606060606060606,0.401,1.7878787878787878,3.242424242424242,0.551,0.8181818181818182,1.0,0.818,0.9696969696969696,2.757575757575758,3.727272727272727,1.5303030303030305,0.6666666666666666,0.3484848484848485,1.0303030303030305,1.6666666666666667,10.484848484848484,7692308.0,259
Malaki Branham,SAS,PG,20.0,75.0,29.0,21.25333333333333,3.613333333333333,8.373333333333333,0.432,1.24,3.5733333333333333,0.347,2.373333333333333,4.8,0.494,0.7333333333333333,0.84,0.873,0.3733333333333333,1.6,1.9733333333333327,2.08,0.36,0.1066666666666666,1.2133333333333334,1.2533333333333334,9.2,3217920.0,260
Alec Burks,NYK,SG,32.0,66.0,1.0,18.363636363636363,3.1818181818181817,8.621212121212121,0.369,1.878787878787879,5.0,0.376,1.303030303030303,3.621212121212121,0.36,2.196969696969697,2.5303030303030303,0.868,0.3636363636363636,1.9090909090909087,2.272727272727273,1.3333333333333333,0.4242424242424242,0.1818181818181818,0.7272727272727273,1.1363636363636365,10.43939393939394,2087519.0,261
Brandin Podziemski,GSW,SG,20.0,74.0,28.0,26.5945945945946,3.6621621621621614,8.067567567567568,0.454,1.2162162162162162,3.1621621621621623,0.385,2.445945945945946,4.905405405405405,0.499,0.6756756756756757,1.0675675675675675,0.633,1.5945945945945943,4.175675675675675,5.77027027027027,3.689189189189189,0.8243243243243243,0.1891891891891892,1.1891891891891893,1.648648648648649,9.216216216216216,3519960.0,262
Andre Drummond,CHI,C,30.0,79.0,10.0,17.10126582278481,3.3797468354430378,6.075949367088608,0.556,0.0,0.0379746835443038,0.0,3.3797468354430378,6.037974683544304,0.56,1.6329113924050631,2.759493670886076,0.592,3.354430379746836,5.6075949367088604,8.962025316455696,0.4683544303797468,0.9240506329113924,0.6075949367088608,1.0253164556962024,1.7721518987341771,8.39240506329114,5000000.0,263
Terance Mann,LAC,SG,27.0,75.0,71.0,24.973333333333333,3.3866666666666667,6.573333333333333,0.515,0.9466666666666668,2.72,0.348,2.44,3.8533333333333335,0.633,1.0533333333333332,1.2666666666666666,0.832,1.16,2.2266666666666666,3.3866666666666667,1.586666666666667,0.5733333333333334,0.2,0.64,1.933333333333333,8.773333333333333,11423077.0,264
Derrick Jones Jr.,DAL,SF,26.0,76.0,66.0,23.46052631578948,3.144736842105264,6.5131578947368425,0.483,1.0789473684210529,3.144736842105264,0.343,2.0657894736842106,3.3684210526315788,0.613,1.2763157894736843,1.7894736842105263,0.713,1.0789473684210529,2.210526315789474,3.289473684210526,0.986842105263158,0.6973684210526315,0.6710526315789473,0.8552631578947368,1.5921052631578947,8.644736842105264,9523810.0,265
Nickeil Alexander-Walker,MIN,SG,25.0,82.0,20.0,23.42682926829268,2.8780487804878048,6.560975609756097,0.439,1.5975609756097562,4.085365853658536,0.391,1.2804878048780488,2.475609756097561,0.517,0.6341463414634146,0.7926829268292683,0.8,0.4268292682926829,1.6097560975609757,2.0365853658536586,2.4878048780487805,0.7804878048780488,0.5121951219512195,0.926829268292683,1.7439024390243902,7.987804878048781,4312500.0,266
Kevin Huerter,SAC,SG,25.0,64.0,59.0,24.40625,3.875,8.75,0.443,1.921875,5.328125,0.361,1.953125,3.421875,0.571,0.5625,0.734375,0.766,0.59375,2.90625,3.5,2.59375,0.703125,0.359375,0.828125,2.109375,10.234375,16830357.0,267
Santi Aldama,MEM,PF,23.0,61.0,35.0,26.524590163934427,4.049180327868853,9.311475409836063,0.435,1.7377049180327868,4.983606557377049,0.349,2.3114754098360657,4.327868852459017,0.534,0.8852459016393442,1.4262295081967211,0.621,1.180327868852459,4.590163934426229,5.770491803278689,2.262295081967213,0.7049180327868853,0.8852459016393442,1.1311475409836065,1.459016393442623,10.721311475409836,3960531.0,268
Nick Richards,CHO,C,26.0,67.0,51.0,26.253731343283583,3.880597014925373,5.611940298507463,0.691,0.0,0.0149253731343283,0.0,3.880597014925373,5.597014925373134,0.693,1.9701492537313432,2.671641791044776,0.737,2.567164179104477,5.477611940298507,8.044776119402986,0.8059701492537313,0.3880597014925373,1.1044776119402986,1.0895522388059702,2.626865671641791,9.73134328358209,5000000.0,269
Caleb Martin,MIA,SF,28.0,64.0,23.0,27.4375,3.765625,8.734375,0.431,1.265625,3.625,0.349,2.5,5.109375,0.489,1.203125,1.546875,0.778,1.15625,3.234375,4.390625,2.234375,0.734375,0.453125,1.203125,1.96875,10.0,8149001.0,270
Jabari Walker,POR,SF,21.0,72.0,23.0,23.61111111111111,3.25,7.069444444444445,0.46,0.5694444444444444,1.930555555555556,0.295,2.680555555555556,5.138888888888889,0.522,1.7916666666666667,2.375,0.754,2.0972222222222223,4.958333333333333,7.055555555555555,0.9861111111111112,0.5833333333333334,0.3055555555555556,0.9166666666666666,2.4027777777777777,8.86111111111111,2019699.0,271
Isaiah Joe,OKC,SG,24.0,78.0,1.0,18.525641025641026,2.8461538461538463,6.217948717948718,0.458,1.8846153846153848,4.5256410256410255,0.416,0.9615384615384616,1.6923076923076923,0.568,0.5769230769230769,0.6666666666666666,0.865,0.4102564102564102,1.8974358974358967,2.3076923076923075,1.2692307692307692,0.5897435897435898,0.282051282051282,0.6025641025641025,1.1153846153846154,8.153846153846153,12991650.0,272
Andrew Nembhard,IND,PG,24.0,68.0,47.0,24.955882352941178,3.823529411764706,7.676470588235294,0.498,0.8970588235294118,2.514705882352941,0.357,2.926470588235294,5.161764705882353,0.567,0.6617647058823529,0.8235294117647058,0.804,0.5294117647058824,1.5441176470588236,2.073529411764706,4.117647058823529,0.9264705882352942,0.088235294117647,1.4852941176470589,2.1029411764705883,9.205882352941176,2019699.0,273
Duop Reath,POR,C,27.0,68.0,20.0,17.852941176470587,3.3823529411764706,7.338235294117647,0.461,1.2941176470588236,3.602941176470588,0.359,2.088235294117647,3.735294117647059,0.559,1.0147058823529411,1.3676470588235294,0.742,1.3676470588235294,2.3088235294117645,3.676470588235294,0.9852941176470588,0.4852941176470588,0.5588235294117647,0.7647058823529411,2.367647058823529,9.073529411764708,2048780.0,274
Malcolm Brogdon,POR,PG,31.0,39.0,25.0,28.743589743589745,5.589743589743589,12.717948717948715,0.44,2.102564102564102,5.102564102564102,0.412,3.4871794871794872,7.615384615384615,0.458,2.435897435897436,2.9743589743589745,0.819,0.717948717948718,3.076923076923077,3.7948717948717934,5.487179487179487,0.6923076923076923,0.2051282051282051,1.5384615384615383,1.4871794871794872,15.717948717948715,22500000.0,275
Royce O'Neale,PHO,SF,30.0,79.0,14.0,24.73417721518988,2.7088607594936707,6.822784810126582,0.397,1.9746835443037976,5.341772151898734,0.37,0.7341772151898734,1.481012658227848,0.496,0.3037974683544304,0.4430379746835443,0.686,0.759493670886076,4.012658227848101,4.772151898734177,2.7721518987341773,0.7468354430379747,0.5569620253164557,0.9240506329113924,2.2025316455696204,7.69620253164557,9375000.0,276
Wendell Carter Jr.,ORL,C,24.0,55.0,48.0,25.563636363636363,4.054545454545455,7.727272727272727,0.525,1.1636363636363636,3.109090909090909,0.374,2.890909090909091,4.618181818181818,0.626,1.690909090909091,2.4363636363636365,0.694,2.036363636363636,4.890909090909091,6.927272727272728,1.7272727272727273,0.6363636363636364,0.509090909090909,1.2363636363636363,2.2,10.963636363636365,11950000.0,277
Jalen Smith,IND,C,23.0,61.0,14.0,17.16393442622951,3.836065573770492,6.475409836065574,0.592,1.0,2.360655737704918,0.424,2.836065573770492,4.114754098360656,0.689,1.180327868852459,1.7049180327868851,0.692,1.836065573770492,3.6885245901639343,5.524590163934426,1.0327868852459017,0.2786885245901639,0.6229508196721312,0.7213114754098361,2.0327868852459017,9.852459016393444,8571429.0,278
